movieId,title,genres,imdbId,tmdbId,imageLink
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
2,Jumanji (1995),Adventure|Children|Fantasy,113497,8844.0,https://image.tmdb.org/t/p/w500/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg
3,Grumpier Old Men (1995),Comedy|Romance,113228,15602.0,https://image.tmdb.org/t/p/w500/1FSXpj5e8l4KH6nVFO5SPUeraOt.jpg
4,Waiting to Exhale (1995),Comedy|Drama|Romance,114885,31357.0,https://image.tmdb.org/t/p/w500/qJU6rfil5xLVb5HpJsmmfeSK254.jpg
5,Father of the Bride Part II (1995),Comedy,113041,11862.0,https://image.tmdb.org/t/p/w500/rj4LBtwQ0uGrpBnCELr716Qo3mw.jpg
6,Heat (1995),Action|Crime|Thriller,113277,949.0,https://image.tmdb.org/t/p/w500/umSVjVdbVwtx5ryCA2QXL44Durm.jpg
7,Sabrina (1995),Comedy|Romance,114319,11860.0,https://image.tmdb.org/t/p/w500/zENmHYYCsR6xgdyh2uHXPX4tyXE.jpg
8,Tom and Huck (1995),Adventure|Children,112302,45325.0,https://image.tmdb.org/t/p/w500/vIG8hWOa7DyLMRiurzKwVAnIYoU.jpg
9,Sudden Death (1995),Action,114576,9091.0,https://image.tmdb.org/t/p/w500/1pylO6YX5XdOA6QCc5IRxrrffkg.jpg
10,GoldenEye (1995),Action|Adventure|Thriller,113189,710.0,https://image.tmdb.org/t/p/w500/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg
11,"American President, The (1995)",Comedy|Drama|Romance,112346,9087.0,https://image.tmdb.org/t/p/w500/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg
12,Dracula: Dead and Loving It (1995),Comedy|Horror,112896,12110.0,https://image.tmdb.org/t/p/w500/4rRfZz8YnHNRr16t3CFcJrPdXHi.jpg
13,Balto (1995),Adventure|Animation|Children,112453,21032.0,https://image.tmdb.org/t/p/w500/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg
14,Nixon (1995),Drama,113987,10858.0,https://image.tmdb.org/t/p/w500/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg
15,Cutthroat Island (1995),Action|Adventure|Romance,112760,1408.0,https://image.tmdb.org/t/p/w500/cDYa1i5UzXWztO5ZUp4azv7ycPs.jpg
16,Casino (1995),Crime|Drama,112641,524.0,https://image.tmdb.org/t/p/w500/4TS5O1IP42bY2BvgMxL156EENy.jpg
17,Sense and Sensibility (1995),Drama|Romance,114388,4584.0,https://image.tmdb.org/t/p/w500/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg
18,Four Rooms (1995),Comedy,113101,5.0,https://image.tmdb.org/t/p/w500/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
19,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,https://image.tmdb.org/t/p/w500/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,113845,11517.0,https://image.tmdb.org/t/p/w500/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,113161,8012.0,https://image.tmdb.org/t/p/w500/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722,1710.0,https://image.tmdb.org/t/p/w500/oMgwJb016znNZcpDR20eXxZoW8A.jpg
23,Assassins (1995),Action|Crime|Thriller,112401,9691.0,https://image.tmdb.org/t/p/w500/kgqS4jn60E8UIExfceMUExB3ZKK.jpg
24,Powder (1995),Drama|Sci-Fi,114168,12665.0,https://image.tmdb.org/t/p/w500/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,https://image.tmdb.org/t/p/w500/wIfP6uLXD9Ptu68SyRx8WuSNNSK.jpg
26,Othello (1995),Drama,114057,16420.0,https://image.tmdb.org/t/p/w500/kyevuYzW36wKadiE8lftLac5VwQ.jpg
27,Now and Then (1995),Children|Drama,114011,9263.0,https://image.tmdb.org/t/p/w500/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg
28,Persuasion (1995),Drama|Romance,114117,17015.0,https://image.tmdb.org/t/p/w500/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,https://image.tmdb.org/t/p/w500/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,https://image.tmdb.org/t/p/w500/tzG1UxUSfPACREjgBrsPDRUvneH.jpg
31,Dangerous Minds (1995),Drama,112792,9909.0,https://image.tmdb.org/t/p/w500/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,https://image.tmdb.org/t/p/w500/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
34,Babe (1995),Children|Drama,112431,9598.0,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,https://image.tmdb.org/t/p/w500/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg
38,It Takes Two (1995),Children|Comedy,113442,33689.0,https://image.tmdb.org/t/p/w500/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg
39,Clueless (1995),Comedy|Romance,112697,9603.0,https://image.tmdb.org/t/p/w500/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,https://image.tmdb.org/t/p/w500/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,Richard III (1995),Drama|War,114279,31174.0,https://image.tmdb.org/t/p/w500/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,https://image.tmdb.org/t/p/w500/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg
43,Restoration (1995),Drama,114272,35196.0,https://image.tmdb.org/t/p/w500/d7udB1dbJ2zAewg4FjFFnPq8iow.jpg
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,https://image.tmdb.org/t/p/w500/aVotlc03uy62YJUFGxlQUF7FZXV.jpg
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,https://image.tmdb.org/t/p/w500/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,https://image.tmdb.org/t/p/w500/vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,https://image.tmdb.org/t/p/w500/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,https://image.tmdb.org/t/p/w500/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg
53,Lamerica (1994),Adventure|Drama,110299,49133.0,https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,https://image.tmdb.org/t/p/w500/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,113158,97406.0,https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays (1995),Drama,113321,9089.0,https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,115683,9536.0,https://image.tmdb.org/t/p/w500/pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,https://image.tmdb.org/t/p/w500/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,113118,10634.0,https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,113010,11859.0,https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,https://image.tmdb.org/t/p/w500/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully (1996),Comedy|Drama,115676,36929.0,https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon (1995),Documentary,113973,124626.0,https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,https://image.tmdb.org/t/p/w500/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,https://image.tmdb.org/t/p/w500/rA4Jttg1kJvNhSv7wM0SNyXrqY0.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,https://image.tmdb.org/t/p/w500/45xucuNlia6vEPWYrYu2QlnwgpO.jpg
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg
88,Black Sheep (1996),Comedy,115697,13997.0,https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
89,Nick of Time (1995),Action|Thriller,113972,2086.0,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,https://image.tmdb.org/t/p/w500/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,https://image.tmdb.org/t/p/w500/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,https://image.tmdb.org/t/p/w500/iH8saz6s0Z8SPPrKaMI2KrRzTED.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,115907,11062.0,https://image.tmdb.org/t/p/w500/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,https://image.tmdb.org/t/p/w500/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,117102,47475.0,https://image.tmdb.org/t/p/w500/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,https://image.tmdb.org/t/p/w500/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore (1996),Comedy,116483,9614.0,https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,https://image.tmdb.org/t/p/w500/teGMLWvCnJqvtPYCSuUKRM9MvFe.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,https://image.tmdb.org/t/p/w500/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg
108,Catwalk (1996),Documentary,112646,89333.0,https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart (1995),Action|Drama|War,112573,197.0,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,https://image.tmdb.org/t/p/w500/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,115645,43566.0,https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,https://image.tmdb.org/t/p/w500/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,103859,11066.0,https://image.tmdb.org/t/p/w500/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,116324,2074.0,https://image.tmdb.org/t/p/w500/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife (1994),Documentary,110217,290157.0,https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade (1995),Thriller,113451,11863.0,https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg
135,Down Periscope (1996),Comedy,116130,9101.0,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year (1995),Documentary,113756,5757.0,https://image.tmdb.org/t/p/w500/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,https://image.tmdb.org/t/p/w500/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
141,"Birdcage, The (1996)",Comedy,115685,11000.0,https://image.tmdb.org/t/p/w500/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,https://image.tmdb.org/t/p/w500/b9MEES9I2WNjEWULdKsqiHIGQlC.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,https://image.tmdb.org/t/p/w500/kzj95o9FlVxKziQq36mjES3wxel.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,https://image.tmdb.org/t/p/w500/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,https://image.tmdb.org/t/p/w500/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,https://image.tmdb.org/t/p/w500/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,112642,8839.0,https://image.tmdb.org/t/p/w500/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,109508,26564.0,https://image.tmdb.org/t/p/w500/jHIiz59mnKuHov0PjSNsuYOcx5D.jpg
163,Desperado (1995),Action|Romance|Western,112851,8068.0,https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,https://image.tmdb.org/t/p/w500/skdHpVja0uRNKVVN9ksviI86I4z.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,https://image.tmdb.org/t/p/w500/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
168,First Knight (1995),Action|Drama|Romance,113071,6520.0,https://image.tmdb.org/t/p/w500/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,https://image.tmdb.org/t/p/w500/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg
171,Jeffrey (1995),Comedy|Drama,113464,17447.0,https://image.tmdb.org/t/p/w500/tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,113500,19326.0,https://image.tmdb.org/t/p/w500/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,113540,9344.0,https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,113677,9071.0,https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,113690,8973.0,https://image.tmdb.org/t/p/w500/6AFFgNbSE5x21ZdOqdJwrk8hMkg.jpg
178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love (1995),Drama|Romance,113729,47608.0,https://image.tmdb.org/t/p/w500/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg
180,Mallrats (1995),Comedy|Romance,113749,2293.0,https://image.tmdb.org/t/p/w500/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,https://image.tmdb.org/t/p/w500/kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,110620,34574.0,https://image.tmdb.org/t/p/w500/sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
